microbe	metaphlan2
s__Bacteroides_vulgatus	10.16501
s__Eubacterium_rectale	9.0479
s__Faecalibacterium_unclassified	7.171239999999999
s__Megamonas_unclassified	6.41499
s__Faecalibacterium_prausnitzii	5.316730000000001
s__Subdoligranulum_unclassified	4.20464
s__Dialister_invisus	3.4364199999999996
s__Bacteroides_dorei	2.51519
s__Streptococcus_thermophilus	2.4242
s__Bacteroides_uniformis	2.1339799999999998
s__Alistipes_putredinis	2.0265299999999997
s__Dorea_formicigenerans	1.92517
s__Parabacteroides_distasonis	1.9178
s__Dorea_longicatena	1.84486
s__Bifidobacterium_bifidum	1.84247
s__Bacteroides_fragilis	1.8188799999999998
s__Bifidobacterium_adolescentis	1.7550299999999999
s__Bifidobacterium_longum	1.70113
s__Ruminococcus_lactaris	1.64156
s__Ruminococcus_gnavus	1.62796
s__Lactobacillus_ruminis	1.50004
s__Eubacterium_eligens	1.4517799999999998
s__Ruminococcus_torques	1.40162
s__Parabacteroides_merdae	1.17308
s__Roseburia_inulinivorans	0.95075
s__Escherichia_coli	0.93394
s__Phascolarctobacterium_unclassified	0.873
s__Bilophila_unclassified	0.8094
s__Bacteroides_ovatus	0.78215
s__Ruminococcus_sp_5_1_39BFAA	0.78123
s__Roseburia_intestinalis	0.75949
s__Clostridium_leptum	0.75262
s__Megamonas_funiformis	0.75075
s__Escherichia_unclassified	0.72165
s__Prevotella_copri	0.6995100000000001
s__Eubacterium_biforme	0.64982
s__Bacteroides_thetaiotaomicron	0.5957600000000001
s__Megamonas_hypermegale	0.58734
s__Eubacterium_ventriosum	0.5452199999999999
s__Collinsella_aerofaciens	0.5203300000000001
s__Bacteroides_sp_3_1_40A	0.48681
s__Sutterella_wadsworthensis	0.47473999999999994
s__Eubacterium_ramulus	0.47368999999999994
s__Bacteroides_plebeius	0.47222
s__Lachnospiraceae_bacterium_8_1_57FAA	0.45578
s__Bacteroides_coprophilus	0.39416999999999996
s__Coprococcus_comes	0.3737
s__Ruminococcus_obeum	0.34481999999999996
s__Flavonifractor_unclassified	0.28774
s__Bacteroides_coprocola	0.25194
s__Parabacteroides_sp_20_3	0.24469000000000002
s__Lachnospiraceae_bacterium_1_1_57FAA	0.24015
s__Parabacteroides_johnsonii	0.21058000000000002
s__Bacteroidales_noname_unclassified	0.20715
s__Streptococcus_salivarius	0.19705999999999999
s__Bacteroides_eggerthii	0.19654000000000002
s__Alistipes_onderdonkii	0.19178
s__Lachnospiraceae_bacterium_5_1_63FAA	0.1916
s__Bacteroides_sp_3_1_19	0.19095
s__Bacteroides_sp_2_1_56FAA	0.18644000000000002
s__Clostridium_sp_SS2_1	0.18547
s__Bacteroides_xylanisolvens	0.18400999999999998
s__Clostridium_sp_ATCC_BAA_442	0.16523
s__Paraprevotella_unclassified	0.1512
s__Roseburia_hominis	0.1431
s__Megamonas_rupellensis	0.12487000000000001
s__Streptococcus_parasanguinis	0.1177
s__Anaerostipes_hadrus	0.11669000000000002
s__Bacteroides_sp_4_3_47FAA	0.1083
s__Subdoligranulum_sp_4_3_54A2FAA	0.10609
s__Ruminococcaceae_bacterium_D16	0.10563
s__Enterococcus_faecium	0.10355999999999999
s__Bifidobacterium_pseudocatenulatum	0.10022
s__Coprococcus_catus	0.09477999999999999
s__Bacteroides_sp_1_1_30	0.09054
s__Bacteroides_caccae	0.08931
s__Parabacteroides_sp_D13	0.08839
s__Blautia_sp_KLE_1732	0.08603
s__Bilophila_sp_4_1_30	0.08563
s__Lactobacillus_acidophilus	0.08473
s__Haemophilus_parainfluenzae	0.08433
s__Clostridium_symbiosum	0.08412
s__Clostridium_bolteae	0.08207
s__Clostridium_nexile	0.08017
s__Ruminococcus_sp	0.07699
s__Bacteroides_stercoris	0.07577
s__Bacteroides_sp_2_1_22	0.07522000000000001
s__Lachnospiraceae_bacterium_3_1_46FAA	0.07501000000000001
s__Leuconostoc_lactis	0.07442
s__Ruminococcus_bromii	0.06992000000000001
s__Eggerthella_unclassified	0.06865
s__Alistipes_finegoldii	0.06788
s__Bacteroides_sp_D20	0.06759
s__Rothia_mucilaginosa	0.06654
