microbe	metaphlan2
s__Bacteroides_vulgatus	9.83922
s__Eubacterium_rectale	9.30613
s__Faecalibacterium_unclassified	6.94003
s__Megamonas_unclassified	6.3276900000000005
s__Faecalibacterium_prausnitzii	5.59473
s__Subdoligranulum_unclassified	3.84151
s__Dialister_invisus	3.5973300000000004
s__Streptococcus_thermophilus	2.62043
s__Bacteroides_dorei	2.52711
s__Bacteroides_uniformis	2.06357
s__Alistipes_putredinis	2.0060599999999997
s__Dorea_longicatena	1.8984
s__Dorea_formicigenerans	1.8934799999999998
s__Parabacteroides_distasonis	1.86178
s__Bacteroides_fragilis	1.85103
s__Bifidobacterium_bifidum	1.83755
s__Bifidobacterium_adolescentis	1.8095900000000003
s__Bifidobacterium_longum	1.6866
s__Ruminococcus_lactaris	1.6457700000000002
s__Ruminococcus_gnavus	1.63863
s__Lactobacillus_ruminis	1.51663
s__Ruminococcus_torques	1.44004
s__Eubacterium_eligens	1.4371399999999999
s__Escherichia_coli	1.24306
s__Parabacteroides_merdae	1.18739
s__Phascolarctobacterium_unclassified	0.9263100000000001
s__Roseburia_inulinivorans	0.9236200000000001
s__Bilophila_unclassified	0.8527299999999999
s__Megamonas_funiformis	0.82789
s__Ruminococcus_sp_5_1_39BFAA	0.78935
s__Bacteroides_ovatus	0.77898
s__Roseburia_intestinalis	0.76949
s__Clostridium_leptum	0.73811
s__Lachnospiraceae_bacterium_8_1_57FAA	0.71834
s__Prevotella_copri	0.68877
s__Bacteroides_thetaiotaomicron	0.63142
s__Eubacterium_biforme	0.61475
s__Megamonas_hypermegale	0.5597300000000001
s__Eubacterium_ventriosum	0.5423
s__Eubacterium_ramulus	0.52398
s__Bacteroides_sp_3_1_40A	0.49851999999999996
s__Collinsella_aerofaciens	0.49676000000000003
s__Bacteroides_plebeius	0.47343999999999997
s__Sutterella_wadsworthensis	0.4565
s__Bacteroides_coprophilus	0.38743
s__Coprococcus_comes	0.38177
s__Ruminococcus_obeum	0.36845
s__Flavonifractor_unclassified	0.29236999999999996
s__Bacteroides_coprocola	0.25918
s__Escherichia_unclassified	0.23643000000000003
s__Parabacteroides_johnsonii	0.21105
s__Bacteroidales_noname_unclassified	0.20905
s__Parabacteroides_sp_20_3	0.20421
s__Streptococcus_salivarius	0.20274
