microbe	metaphlan2
s__Bacteroides_thetaiotaomicron	21.639329999999998
s__Escherichia_coli	17.69409
s__Bacteroides_uniformis	14.74865
s__Fusobacterium_varium	5.65948
s__Bifidobacterium_adolescentis	3.83385
s__Escherichia_unclassified	3.4236699999999995
s__Bilophila_unclassified	2.30189
s__Bifidobacterium_longum	1.85684
s__Bacteroides_fragilis	1.6663
s__Coprococcus_catus	1.40723
s__Parabacteroides_distasonis	1.34655
s__Collinsella_aerofaciens	1.27026
s__Bacteroides_vulgatus	1.23688
s__Alistipes_onderdonkii	1.15394
s__Bacteroides_ovatus	1.08905
s__Sutterella_wadsworthensis	0.95742
s__Dorea_formicigenerans	0.9489799999999999
s__Parabacteroides_merdae	0.8859899999999999
s__Bacteroides_faecis	0.8475
s__Clostridium_symbiosum	0.80286
s__Veillonella_parvula	0.74889
s__Subdoligranulum_unclassified	0.74155
s__Enterococcus_faecium	0.60583
s__Veillonella_atypica	0.5755
s__Megamonas_unclassified	0.50936
s__Eubacterium_limosum	0.4842
s__Bacteroides_salyersiae	0.46567
s__Veillonella_unclassified	0.42245
s__Bacteroides_sp_D20	0.4182
s__Alistipes_finegoldii	0.41200000000000003
s__Bacteroides_xylanisolvens	0.40973999999999994
s__Catenibacterium_unclassified	0.39431
s__Bacteroides_intestinalis	0.37243000000000004
s__Bacteroides_stercoris	0.37028
s__Bacteroides_sp_1_1_6	0.34567
s__Bifidobacterium_pseudocatenulatum	0.33862
s__Ruminococcus_gnavus	0.33702
s__Coprobacillus_unclassified	0.33119
s__Bacteroides_dorei	0.27621
s__Bifidobacterium_bifidum	0.26648
s__Coprococcus_comes	0.26514
s__Bilophila_sp_4_1_30	0.25825
s__Alistipes_indistinctus	0.25590999999999997
s__Bacteroides_caccae	0.24153000000000002
s__Bacteroides_nordii	0.23342
s__Alistipes_shahii	0.22699
s__Bacteroides_sp_2_1_56FAA	0.22227
s__Veillonella_dispar	0.21691
s__Eubacterium_biforme	0.2003
s__Citrobacter_freundii	0.19262
s__Bacteroides_plebeius	0.17714000000000002
s__Alistipes_putredinis	0.16029000000000002
s__Parabacteroides_sp_20_3	0.15286
s__Bacteroides_sp_1_1_30	0.1483
s__Bacteroides_sp_2_1_22	0.14599
s__Klebsiella_pneumoniae	0.14040999999999998
s__Bacteroides_sp_3_1_19	0.12557000000000001
s__Bacillus_cereus_thuringiensis	0.12429000000000001
s__Bacteroides_cellulosilyticus	0.12283
s__Bacteroides_sp_3_1_40A	0.1113
s__Lactobacillus_ruminis	0.10803
s__Citrobacter_unclassified	0.10793
