microbe	metaphlan2
s__Escherichia_coli	20.40685
s__Bacteroides_uniformis	9.53894
s__Coprococcus_catus	7.37397
s__Bacteroides_thetaiotaomicron	5.97184
s__Fusobacterium_varium	5.81973
s__Bifidobacterium_adolescentis	5.59869
s__Bacteroides_ovatus	4.6946
s__Escherichia_unclassified	3.5070699999999997
s__Bacteroides_vulgatus	2.79759
s__Bilophila_unclassified	2.3925
s__Megamonas_unclassified	2.38009
s__Bifidobacterium_longum	2.2160900000000003
s__Parabacteroides_distasonis	2.07956
s__Bacteroides_intestinalis	1.63416
s__Parabacteroides_merdae	1.23299
s__Bacteroides_cellulosilyticus	1.1108
s__Klebsiella_pneumoniae	0.9485899999999999
s__Bacteroides_fragilis	0.88621
s__Veillonella_atypica	0.8835200000000001
s__Bacteroides_xylanisolvens	0.7039300000000001
s__Alistipes_onderdonkii	0.6977300000000001
s__Bacteroides_stercoris	0.6886399999999999
s__Enterococcus_faecium	0.68813
s__Bifidobacterium_pseudocatenulatum	0.66742
s__Bacteroides_dorei	0.65957
s__Clostridium_symbiosum	0.56776
s__Sutterella_wadsworthensis	0.52052
s__Subdoligranulum_unclassified	0.51281
s__Veillonella_parvula	0.4938
s__Dorea_formicigenerans	0.47141000000000005
s__Lactobacillus_ruminis	0.3943
s__Coprococcus_comes	0.38418
s__Clostridium_leptum	0.37051999999999996
s__Megamonas_funiformis	0.35204
s__Alistipes_finegoldii	0.34878000000000003
s__Phascolarctobacterium_unclassified	0.3334
s__Bacteroides_salyersiae	0.32276
s__Bacteroides_sp_D20	0.32051
s__Bacteroides_sp_1_1_30	0.31367
s__Bacteroides_sp_3_1_40A	0.29367
s__Enterobacter_cloacae	0.28352
s__Bacteroides_sp_1_1_6	0.26500999999999997
s__Alistipes_putredinis	0.26371
s__Bilophila_sp_4_1_30	0.25694
s__Bacteroides_eggerthii	0.24561999999999998
s__Parabacteroides_sp_20_3	0.24523000000000003
s__Alistipes_shahii	0.23858000000000001
s__Ruminococcus_sp_5_1_39BFAA	0.21821
s__Veillonella_unclassified	0.2182
